season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,1,1,2,,,MINRyoung,6619,KOR,1:31.341,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,1,DQ,1,,,Francois-LouisTREMBLAY,6704,CAN,DQ,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,1,DQ,4,,,MathieuTURCOTTE,6705,CAN,DQ,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,2,1,1,,,Jean-FrancoisMONETTE,7096,CAN,1:28.262,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,2,2,2,,,LEESeung-Jae,6621,KOR,1:28.330,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,2,3,3,,,LIJiajun,7095,CHN,1:28.432,
2001-2002,2001 World Cup - Sofia,1000M,m,SemiFinals,2,DQ,4,,,NicolaFRANCESCHINA,6331,ITA,DQ,
