season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,1,1,3,,311,UNITEDSTATES,7316,USA,4:16.559,Q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,1,2,2,,309,NETHERLANDS,7322,NED,4:16.650,Q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,1,3,1,,302,CANADA,7312,CAN,4:16.717,q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,1,4,4,,301,BELARUS,7479,BLR,4:54.073,
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,2,2,2,,306,ITALY,7317,ITA,4:17.444,Q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,2,3,1,,310,RUSSIA,7315,RUS,4:17.518,q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,3,1,2,,307,JAPAN,7304,JPN,4:20.660,Q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,3,2,1,,304,GERMANY,7313,GER,4:21.867,Q
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,3,3,4,,308,KOREA,7314,KOR,4:28.287,
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",3000mRelay,w,Heats,3,4,3,,305,HUNGARY,7323,HUN,4:35.244,
