season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,1,1,3,,73,YOSHINAGAKazuki,8745,JPN,1:38.348,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,1,2,4,,29,ANIKEJRafal,8749,POL,1:38.541,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,1,3,2,,212,HazimSHAHRUM,9272,MAS,1:42.738,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,1,PEN,1,,214,TarikOMERAGIC,8533,BIH,PEN,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,2,1,1,,35,PierreBODA,7588,AUS,1:37.788,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,2,2,3,,37,EinarAGDESTEIN,8701,NOR,1:38.064,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,2,3,2,,54,LucasNG,8067,SGP,1:38.364,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,2,4,4,,184,ARADHYAAkash,7739,IND,1:38.551,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,3,1,1,,85,YauheniRYZHOU,7772,BLR,1:30.199,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,3,2,2,,36,RyanMcANUFF,9197,IRL,1:30.650,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,3,3,4,,164,JasonCLAGUE,8636,NZL,1:32.016,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,3,4,3,,201,DJORDJEVICJovan,9295,SRB,1:33.239,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,3,5,5,,165,TSANGKeiWingKelvin,7735,HKG,1:39.498,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,4,1,3,,129,FabriceDUFBERGSUH,8642,SWE,1:35.457,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,4,2,2,,38,SCHUBERTChristoph,7734,GER,1:35.579,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,4,3,5,,45,ANDERMANNDominic,8078,AUT,1:36.237,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,4,4,1,,166,NicolasLABORDE,9096,COL,1:37.002,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,4,PEN,4,,50,GEORGIEVDimitar,8541,BUL,PEN,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,5,1,5,,183,CsabaBURJAN,7738,HUN,1:41.193,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,5,2,2,,177,HANDEIOleh,9073,UKR,1:41.274,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,5,3,3,,123,PETREWard,8708,BEL,1:42.139,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,5,4,4,,47,SUJun-Peng,8643,TPE,1:42.266,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,5,DNS,1,,30,JUNGHyunWoo(Andy),8575,AUS,DNS,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,6,1,3,,64,DIONPascal,8999,CAN,1:27.762,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,6,2,5,,27,DOTTITommaso,7604,ITA,1:54.882,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,6,DNF,1,,23,RobertsZVEJNIEKS,8490,LAT,DNF,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,6,DNS,4,,13,J.R.CELSKI,7279,USA,DNS,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,m,RankingFinals,6,PEN,2,,28,MaksimSIARHEYU,7771,BLR,PEN,,
