season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,1,3,,7,KaterinaNOVOTNA,6647,CZE,2:26.639,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,2,2,,8,StephanieBOUVIER,6709,FRA,2:26.712,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,3,5,,2,VeronikaWINDISCH,6427,AUT,2:26.838,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,4,4,,23,AnnitavanDOORN,6440,NED,2:28.628,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,5,1,,33,KimberlyDERRICK,6246,USA,2:28.684,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,1,DQ,6,,17,CeciliaMAFFEI,6559,ITA,DQ,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,1,5,,5,MarinaGEORGIEVA-NIKOLOVA,7097,BUL,2:28.872,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,2,1,,18,KatiaZINI,6076,ITA,2:29.951,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,3,2,,22,JorienterMORS,6146,NED,2:30.092,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,4,3,,11,JuliaRIEDEL,6287,GER,2:30.291,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,5,4,,16,AriannaFONTANA,6227,ITA,3:22.082,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,w,SemiFinals,2,DQ,6,,28,KarolinaREGUCKA,6914,POL,DQ,
