season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,1,1,2,,,CHINA,7303,CHN,6:51.616,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,1,2,1,,,CANADA,7309,CAN,6:51.848,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,1,3,4,,,NETHERLANDS,7321,NED,7:07.771,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,1,4,3,,,HUNGARY,7324,HUN,7:11.642,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,2,1,4,,,KOREA,7314,KOR,6:56.816,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,2,2,2,,,GERMANY,7302,GER,7:07.740,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,2,3,3,,,BULGARIA,7392,BUL,7:29.005,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,2,4,1,,,UKRAINE,7308,UKR,7:41.685,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,3,1,3,,,JAPAN,7304,JPN,6:56.137,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,3,2,1,,,UNITEDSTATES,7306,USA,6:56.161,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,3,3,2,,,BELGIUM,8223,BEL,7:01.485,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,3,4,4,,,AUSTRALIA,7305,AUS,7:11.881,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,4,1,2,,,ITALY,7301,ITA,7:00.580,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,4,2,3,,,GREATBRITAIN,7320,GBR,7:02.666,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,4,3,4,,,FRANCE,7319,FRA,7:03.557,
2001-2002,2001 Olympic Qualifier,5000MRelay,m,Heats,4,4,1,,,RUSSIA,7307,RUS,7:12.951,
