season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,1,5,,17,AnnaSEIDEL,8562,GER,2:49.048,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,2,1,,21,vanKERKHOFYara,7422,NED,2:49.141,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,3,3,,28,MALISZEWSKANatalia,8437,POL,2:49.241,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,4,2,,108,RanyaEZZI,6840,SWE,2:49.661,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,5,4,,102,SamanthaMORRISON,9196,GBR,2:50.154,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,1,6,6,,112,PENCHEVAZornica,8461,BUL,2:50.640,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,2,1,4,,70,BACSKAISaraLuca,8609,HUN,2:41.032,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,2,2,2,,19,HUOTMARCHANDTifany,7976,FRA,2:41.094,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,2,3,1,,20,WALTERBianca,7232,GER,2:41.162,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,2,4,5,,77,MichaelaKUNCIROVA,8552,CZE,2:41.437,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,2,5,3,,118,DANNEELAlexandra,9320,BEL,2:41.558,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,3,2,3,,15,KONSTANTINOVAEkaterina,8510,RUS,2:34.677,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,3,3,2,,33,MANOILOVAKatrin,8539,BUL,2:36.520,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,3,4,4,,98,HannahMORRISON,9195,GBR,2:37.008,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,3,5,5,,37,AlicaPORUBSKA,8514,SVK,2:38.839,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,4,1,1,,63,EFREMENKOVAEkaterina,8750,RUS,2:33.753,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,4,2,2,,31,MagdalenaWARAKOMSKA,8502,POL,2:34.758,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,4,3,5,,76,MariyaIZAFATAVA,8651,BLR,2:36.453,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,4,4,4,,43,UZAKOVAMariia-Mahdalyna,8759,UKR,2:37.387,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,4,PEN,3,,154,JuliaALBERT,9127,ROU,PEN,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,5,1,1,,7,SCHULTINGSuzanne,8493,NED,2:52.314,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,5,2,4,,26,PIERRONVeronique,6196,FRA,2:52.479,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,5,3,3,,52,KONYAZsofia,7701,HUN,2:52.480,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,5,4,2,,45,BURICKatarina,8550,CRO,2:52.584,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,5,5,5,,90,DOLGOPOLOVAMariya,8096,UKR,2:53.795,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,6,1,2,,54,vanRUIJVENLara,7710,NED,2:52.566,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,6,2,4,,11,PetraJASZAPATI,8611,HUN,2:52.603,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,6,3,1,,92,IZAFATAVAHanna,9068,BLR,2:53.374,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,6,4,5,,36,SEJPALOVA-HRUZOVAMichaela,8553,CZE,2:53.610,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,6,5,3,,91,JenniferPICKERING,9170,GBR,2:53.982,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,7,1,1,,13,PROSVIRNOVASofia,8509,RUS,2:32.518,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,7,2,2,,138,VALCEPINAMartina,7159,ITA,2:32.712,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,7,3,3,,25,DESMETHanne,8699,BEL,2:33.008,Q,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,7,4,4,,143,ASCICValentina,8603,CRO,2:33.915,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,w,Heats,7,5,5,,149,RUSNAKOVAPetra,9297,SVK,2:34.739,,
