season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,1,1,1,,306,KOREA,9044,KOR,4:15.159,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,1,2,2,,304,FRANCE,9042,FRA,4:16.430,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,1,3,3,,309,JAPAN,9047,JPN,4:16.895,q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,2,1,1,,310,CHINA,9048,CHN,4:14.404,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,2,2,2,,308,RUSSIA,9046,RUS,4:14.482,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,2,3,3,,302,NETHERLANDS,9040,NED,4:17.552,q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,2,4,4,,305,HUNGARY,9043,HUN,4:18.178,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3,1,4,,311,CANADA,9049,CAN,4:15.961,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3,2,1,,307,UNITEDSTATES,9045,USA,4:17.604,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3,3,2,,303,POLAND,9041,POL,4:17.667,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3,4,3,,301,ITALY,9039,ITA,4:17.714,
