season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,1,1,1,,33,LEEMi-Yeon,7577,KOR,1:33.076,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,1,2,5,,24,AriannaFONTANA,6227,ITA,1:33.154,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,1,3,3,,43,LanaGEHRING,7254,USA,1:33.235,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,1,4,4,,14,PIERRONVeronique,6196,FRA,1:33.393,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,1,5,2,,9,ZHANGQichao,7413,CHN,1:33.519,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,2,1,4,,7,MarianneST-GELAIS,7216,CAN,1:32.317,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,2,2,2,,45,MaryGRACE,7187,USA,1:32.718,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,2,3,1,,11,SUNXiaowan,7575,CHN,1:32.793,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,2,4,5,,19,CharlotteGILMARTIN,7136,GBR,1:37.758,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,2,5,3,,28,MarieYOSHIDA,7417,JPN,1:47.399,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,3,2,5,,8,IvanieBLONDIN,6140,CAN,1:32.045,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,3,3,4,,18,CHRISTIEElise,7135,GBR,1:32.155,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,3,4,1,,44,AlysonDUDEK,7290,USA,1:32.984,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,3,5,3,,27,ChikaISHIDA,7418,JPN,1:33.850,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,4,1,3,,32,LEEEunByul,7421,KOR,1:31.623,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,4,2,2,,10,LIUYang,7414,CHN,1:31.734,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,4,3,4,,6,ValerieMALTAIS,6216,CAN,1:31.775,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,4,4,1,,20,AndreaKESZLER,7147,HUN,1:32.185,,
2008-2009,"2009 ISU World Junior Championships, Canada",1000M,w,Quarterfinals,4,5,5,,26,LuciaPERETTI,7160,ITA,1:32.710,,
