season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,1,1,1,,63,ZANGYize,8725,CHN,43.978,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,1,2,2,,89,RUSNAKOVAPetra,9297,SVK,44.041,q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,1,3,4,,106,SZILICZEI-NEMETRebeka,8737,HUN,44.533,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,1,4,3,,103,MiladaDOSLA,8729,CZE,45.117,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,1,5,5,,132,DanielleAMOS,9465,USA,45.565,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,2,1,1,,105,MONVOISINAurelie,8556,FRA,43.743,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,2,2,2,,66,VIVIANIElena,7583,ITA,44.683,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,2,3,3,,108,MartaKNOCH,9459,HUN,44.925,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,2,4,4,,33,CheyenneGOH,9291,SGP,45.495,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,3,1,2,,94,AlisonDESMARAIS,9458,CAN,44.051,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,3,2,1,,34,MichaelaKUNCIROVA,8552,CZE,44.176,q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,3,3,3,,67,DOLGOPOLOVAMariya,8096,UKR,45.662,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,3,4,4,,133,ElizabethJOHNSON,9440,USA,46.148,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,4,1,1,,98,CamilledeSERRES-RAINVILLE,9448,CAN,44.518,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,4,2,4,,14,THOMSONKathryn,8465,GBR,44.602,q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,4,3,2,,68,PatrycjaMALISZEWSKA,6154,POL,45.026,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,4,4,3,,117,TIKHONOVAOlga,8621,KAZ,46.137,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,5,1,2,,127,MAZURNicole,8421,POL,45.273,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,5,2,4,,57,KAMINAGAShione,8743,JPN,45.382,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,5,3,3,,122,CarolineMURPHY,9268,LUX,45.940,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,w,Rep.Quarterfinals,5,PEN,1,,113,KIKUCHIMoemi,7584,JPN,PEN,
