season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,1,2,3,,318,FRANCE,9469,FRA,2:43.057,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,1,3,1,,334,KAZAKHSTAN,9474,KAZ,2:43.519,q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,2,1,2,,309,CANADA,9467,CAN,2:40.951,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,2,2,3,,354,UNITEDSTATES,9479,USA,2:41.052,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,2,3,1,,315,CZECHREPUBLIC,9595,CZE,2:45.835,q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,2,4,4,,351,UKRAINE,9480,UKR,2:46.044,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,3,1,2,,348,RUSSIA,9478,RUS,2:41.190,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,3,2,3,,320,GERMANY,9592,GER,2:43.041,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,3,3,1,,328,ITALY,9472,ITA,3:03.244,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,3,PEN,4,,341,NETHERLANDS,9476,NED,PEN,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,4,1,1,,338,KOREA,9475,KOR,2:44.350,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,4,2,4,,331,JAPAN,9473,JPN,2:46.368,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,4,3,3,,302,BELARUS,9485,BLR,2:46.473,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,4,4,2,,313,CROATIA,9593,CRO,2:49.267,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,5,1,1,,324,GREATBRITAIN,9470,GBR,2:44.369,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,5,2,4,,326,HUNGARY,9471,HUN,2:44.496,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,5,3,2,,305,BELGIUM,9594,BEL,2:46.034,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Heats,5,4,3,,344,POLAND,9477,POL,2:57.931,
