season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,1,1,2,,,WANGChunlu,6648,CHN,1:36.961,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,1,2,3,,,AlannaKRAUS,6659,CAN,1:37.026,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,1,3,4,,,KatiaZINI,6076,ITA,1:37.122,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,1,4,1,,,StephanieBOUVIER,6709,FRA,1:38.476,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,2,2,1,,,TaniaVICENT,6662,CAN,1:35.724,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,2,3,4,,,AnkeJannieLANDMAN,6538,NED,1:38.298,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,2,DQ,3,,,JulieGOSKOWICZ,6939,USA,DQ,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,3,1,4,,,YANGsYang,6651,CHN,1:39.973,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,3,2,2,,,MartaCAPURSO,6328,ITA,1:40.173,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,3,3,3,,,CarolineHALLISEY,6529,USA,1:40.506,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,3,DQ,1,,,SarahLINDSAY,6056,GBR,DQ,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,4,1,2,,,SUNDandan,6653,CHN,1:39.722,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,4,2,4,,,MaraZINI,6326,ITA,1:39.867,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,4,3,1,,,ChristineBOUDRIAS,7061,CAN,1:40.408,
2000-2001,2001 World Cup - Graz,1000M,w,QuarterFinals,4,DQ,3,,,DanielaVLAEVA,6774,BUL,DQ,
