season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,1,1,4,,121,GAOMing,7154,CHN,1:29.276,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,1,2,1,,103,AlexanderMERRIMAN,6160,AUS,1:29.336,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,1,3,2,,193,TravisJAYNER,6300,USA,1:29.396,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,1,4,3,,166,HaraldsSILOVS,6458,LAT,1:30.620,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,2,1,1,,150,SONGKyung-Taek,6574,KOR,1:32.132,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,2,2,2,,189,JordanMALONE,6201,USA,1:32.167,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,2,3,4,,167,NielsKERSTHOLT,7067,NED,1:32.412,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,2,4,3,,102,LachlanHAY,6845,AUS,1:33.768,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,3,1,1,,108,WimdeDEYNE,6699,BEL,1:29.976,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,3,2,3,,125,JeanCharlesMATTEI,6057,FRA,1:30.328,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,3,3,2,,144,AttilaTARCALI,7219,HUN,1:32.329,ADV
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,3,DQ,4,,187,AntonSIMON,6026,UKR,DQ,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,4,1,4,,113,Francois-LouisTREMBLAY,6704,CAN,1:29.594,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,4,2,1,,124,MaximeCHATAIGNIER,6106,FRA,1:30.166,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,4,3,2,,105,BenSOUTHEE,6203,AUS,1:30.876,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,4,4,3,,176,ZsoltIstvanPATAKI,6818,ROU,1:32.471,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,5,2,1,,190,AlexIZYKOWSKI,6627,USA,1:29.869,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,5,3,4,,129,OliverHORSEPOOL,6276,GBR,1:30.535,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,5,4,2,,141,MartonTAMUS,6202,HUN,1:31.333,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,6,1,1,,143,ViktorKNOCH,6177,HUN,1:31.525,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",1000m,m,Preliminaries,6,2,3,,172,RudyKOEK,7225,NED,1:32.127,Q
