season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,1,1,3,,707,NETHERLANDS,7322,NED,4:13.473,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,1,2,2,,705,HUNGARY,7323,HUN,4:13.475,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,1,3,4,,708,POLAND,7332,POL,4:19.548,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,1,4,1,,706,ITALY,7317,ITA,4:23.759,ADV,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,2,1,1,,703,GREATBRITAIN,7331,GBR,4:15.671,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,2,2,2,,710,RUSSIA,7315,RUS,4:15.719,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,2,3,3,,704,GERMANY,7313,GER,4:16.287,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,2,4,4,,702,BULGARIA,7335,BUL,4:30.394,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,3000mRelay,w,Semifinals,2,5,5,,711,UKRAINE,7334,UKR,4:32.919,,
