season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,1,1,2,,118,HirokiYOKOYAMA,7932,JPN,41.893,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,1,2,1,,132,deLAATItzhak,7746,NED,42.033,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,1,3,3,,110,MassimoGURINI,8617,ITA,43.541,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,1,4,4,,78,GEORGIEVDimitar,8541,BUL,43.643,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,2,1,1,,133,HOOGERWERFDylan,8497,NED,42.986,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,2,2,4,,96,HannesKROEGER,7142,GER,43.181,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,2,3,3,,73,NathanielHENRY,7966,AUS,43.249,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,2,4,2,,104,AlexVARNYU,8337,HUN,43.309,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,3,1,1,,87,WilliamPREUDHOMME,8545,CAN,41.304,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,3,2,2,,76,YauheniRYZHOU,7772,BLR,41.541,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,3,3,3,,108,CONFORTOLAYuri,6561,ITA,41.716,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,3,4,4,,79,KlaudioNASRI,8540,BUL,44.439,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,4,1,4,,127,LEEJungSu,7266,KOR,42.558,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,4,2,3,,141,ArtemKOZLOV,8638,RUS,42.583,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,4,3,2,,135,AdwinSNELLINK,7935,NED,1:01.594,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),500m(2),m,RepQuarterfinals,4,4,1,,95,KAUFMANN-LUDWIGLeon,8391,GER,1:02.159,
