season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,1,1,2,,40,JonELEY,6592,GBR,42.369,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,1,2,1,,99,EvgeniiKOZULIN,7272,RUS,42.529,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,1,3,3,,13,KirilPANDOV,6779,BUL,43.622,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,1,4,5,,53,BYKANOVVladislav,6178,ISR,44.511,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,1,5,4,,73,SAULITISJekabs,7267,LAT,58.404,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,2,1,1,,41,PaulSTANLEY,7054,GBR,42.829,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,2,2,3,,85,BartoszKONOPKO,7169,POL,42.892,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,2,3,2,,82,BlakeSKJELLERUP,6549,NZL,43.206,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,2,4,4,,7,AliaksandrANTANENKA,6850,BLR,46.811,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,3,1,1,,110,AnthonyLOBELLO,6958,USA,42.899,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,3,2,4,,43,PaulWORTH,6802,GBR,42.979,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,3,3,2,,32,LEPAPESebastien,7554,FRA,43.067,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,3,4,3,,101,ViacheslavKURGINIAN,6934,RUS,43.073,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,4,1,2,,19,Francois-LouisTREMBLAY,6704,CAN,41.730,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,4,2,3,,115,SimonCHO,7188,USA,41.857,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,4,3,4,,76,KNEGTSjinkie,7352,NED,42.550,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,4,4,5,,105,OleksiyKOSHELENKO,7121,UKR,42.732,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,4,5,1,,5,NoahESSAGHIR,7430,AUS,46.645,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,5,1,4,,18,OlivierJEAN,6756,CAN,42.436,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,5,2,2,,25,LIANGWenhao,7594,CHN,42.850,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,5,3,1,,97,SergeyPRANKEVICH,7048,RUS,42.992,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,5,4,3,,67,AzamatSULTANALIYEV,7348,KAZ,44.531,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,6,1,4,,77,NielsKERSTHOLT,7067,NED,43.490,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,6,2,1,,58,NicolaRODIGARI,6332,ITA,43.494,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,6,3,3,,108,IevgenGUTENOV,7178,UKR,43.894,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,6,DNS,2,,8,SiarheiYAKUSHKOU,6923,BLR,DNS,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,7,1,1,,10,WimdeDEYNE,6699,BEL,43.158,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,7,2,4,,59,RobertoSERRA,6463,ITA,43.327,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,7,3,3,,74,MunkhdoriGANTUMUR,7351,MGL,47.863,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,7,4,2,,49,GaborGALAMBOS,6010,HUN,1:08.426,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,8,1,4,,16,HAMELINCharles,6610,CAN,42.948,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,8,2,2,,50,ViktorKNOCH,6177,HUN,43.115,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,8,3,1,,9,PieterGYSEL,6425,BEL,43.355,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,8,4,3,,70,AydarBEKZHANOV,7623,KAZ,44.126,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",500m,m,Preliminaries,9,1,3,,96,LEESeung-Jae,6621,KOR,43.264,Q
