season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,1,1,3,,269,CANADA,7309,CAN,6:58.593,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,1,3,1,,267,GREATBRITAIN,7320,GBR,7:10.466,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,1,4,4,,264,NETHERLANDS,7321,NED,7:18.788,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,2,1,2,,268,UNITEDSTATES,7306,USA,7:06.697,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,2,2,3,,262,CHINA,7303,CHN,7:07.308,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,2,3,4,,271,AUSTRALIA,7305,AUS,7:14.559,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,2,4,1,,270,UKRAINE,7308,UKR,7:20.027,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,3,1,2,,266,FRANCE,7319,FRA,7:11.177,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,3,2,3,,260,KOREA,7300,KOR,7:11.675,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,3,3,4,,263,HUNGARY,7324,HUN,7:12.345,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",5000mRelay,m,Heats,3,4,1,,265,GERMANY,7302,GER,7:17.047,
