season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,1,1,1,,6,CHOIMinJeong,8625,KOR,1:30.659,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,1,2,2,,63,EFREMENKOVAEkaterina,8750,RUS,1:30.812,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,1,3,4,,21,vanKERKHOFYara,7422,NED,1:30.919,q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,1,4,3,,30,THOMSONKathryn,8465,GBR,1:31.152,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,1,5,5,,9,AriannaFONTANA,6227,ITA,1:32.107,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,2,1,1,,24,KimBOUTIN,8542,CAN,1:30.605,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,2,2,4,,7,SCHULTINGSuzanne,8493,NED,1:30.699,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,2,3,2,,27,KIKUCHISumire,7980,JPN,1:31.388,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,2,4,5,,136,LIJinyu,9094,CHN,1:31.632,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,2,5,3,,5,FANKexin,7694,CHN,1:36.221,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,3,1,2,,1,CHRISTIEElise,7135,GBR,1:29.816,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,3,2,3,,47,ValerieMALTAIS,6216,CAN,1:30.120,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,3,3,4,,11,PetraJASZAPATI,8611,HUN,1:30.201,q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,3,4,1,,3,SHIMSukHee,8092,KOR,1:41.238,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,3,5,5,,44,CharlotteGILMARTIN,7136,GBR,notime,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,4,1,1,,128,KIMAlang,8484,KOR,1:32.126,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,4,2,2,,54,vanRUIJVENLara,7710,NED,1:32.173,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,4,3,4,,13,PROSVIRNOVASofia,8509,RUS,1:32.177,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,4,4,5,,16,JessicaKOOREMAN,7649,USA,1:32.240,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1000m,w,Quarterfinals,4,5,3,,17,AnnaSEIDEL,8562,GER,notime,
