season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,1,1,1,,144,VictorAN,8344,RUS,1:28.291,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,1,2,2,,175,PIVIROTTORyan,8650,USA,1:28.449,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,1,3,5,,40,VincentJEANNE,7890,FRA,1:28.514,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,1,4,3,,101,AydarBEKZHANOV,7623,KAZ,1:28.905,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,1,5,4,,105,BillySIMMS,7926,GBR,notime,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,2,1,2,,10,SHIJingnan,7728,CHN,1:27.262,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,2,2,1,,27,ViktorKNOCH,6177,HUN,1:27.363,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,2,3,3,,174,AdamCALLISTER,7954,USA,1:27.593,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,2,4,5,,92,ZHAXYBAYEVMersaid,8623,KAZ,1:27.729,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1000m,m,Rep.Semifinals,2,5,4,,120,VANHOORENRino,8721,BEL,1:28.161,
