season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,1,2,,26,BernadettHEIDUM,6798,HUN,2:25.789,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,2,5,,32,VALCEPINAMartina,7159,ITA,2:32.144,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,3,3,,37,LiesbethMAUASAM,6444,NED,2:33.304,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,4,4,,16,SusanneRUDOLPH,6362,GER,2:35.805,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,DQ,1,,1,VeronikaWINDISCH,6427,AUT,DQ,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,1,DQ,6,,40,PatrycjaMALISZEWSKA,6154,POL,DQ,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,1,5,,7,EvgeniaRADANOVA,6775,BUL,2:27.439,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,2,1,,33,CeciliaMAFFEI,6559,ITA,2:27.675,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,3,6,,47,ValeriyaREZNIK,6573,RUS,2:27.842,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,4,2,,20,SarahLINDSAY,6056,GBR,2:29.437,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,5,4,,24,ErikaHUSZAR,6373,HUN,3:03.438,ADV,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,2,6,3,,14,PIERRONVeronique,6196,FRA,3:07.646,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,1,3,,30,AriannaFONTANA,6227,ITA,2:27.304,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,2,4,,42,PaulaBZURA,7168,POL,2:27.379,Q,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,3,5,,15,AikaKLEIN,6359,GER,2:27.447,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,4,6,,54,RanyaEZZI,6840,SWE,2:29.606,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,5,7,,4,VeraANTANENKA,7099,BLR,2:30.012,,
2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,w,Semifinals,3,6,2,,21,CHRISTIEElise,7135,GBR,2:58.317,ADV,
