season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,1,1,1,,15,FANKexin,7694,CHN,44.731,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,1,2,2,,37,AriannaFONTANA,6227,ITA,44.779,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,1,3,3,,12,Marie-EveDROLET,6059,CAN,44.884,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,1,4,4,,40,AyukoITO,6791,JPN,45.178,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,2,2,4,,8,MarianneST-GELAIS,7216,CAN,43.824,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,2,3,2,,55,PatrycjaMALISZEWSKA,6154,POL,44.541,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,2,4,3,,23,CharlotteGILMARTIN,7136,GBR,45.082,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,3,1,2,,22,CHRISTIEElise,7135,GBR,44.512,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,3,2,1,,9,ValerieMALTAIS,6216,CAN,44.591,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,3,3,4,,43,YuiSAKAI,6229,JPN,44.675,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,3,4,3,,66,JessicaKOOREMAN,7649,USA,45.457,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,4,1,1,,45,PARKSeung-Hi,7164,KOR,43.850,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,4,2,3,,36,VALCEPINAMartina,7159,ITA,44.154,Q,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,4,3,4,,67,AlysonDUDEK,7290,USA,44.191,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,4,4,5,,50,AgneSEREIKAITE,7708,LTU,44.545,,
2012-2013,"2013 ISU World Championships, Debrecen (HUN)",500m,w,Quarterfinals,4,PEN,2,,59,TatianaBORODULINA,7483,RUS,PEN,,
