season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,1,1,3,,175,CANADA,7309,CAN,4:11.246,Q,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,1,2,1,,183,KAZAKHSTAN,7356,KAZ,4:13.398,Q,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,1,3,4,,186,POLAND,7326,POL,4:18.614,,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,1,4,2,,189,UNITEDSTATES,7306,USA,4:18.968,,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,2,1,2,,182,JAPAN,7310,JPN,4:09.932,Q,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,2,2,1,,177,FRANCE,7319,FRA,4:09.987,Q,
2010-2011,"2011 ISU World Junior Championships, ITA, Courmayeur",3000mRelay,m,Semifinals,2,3,3,,179,GREATBRITAIN,7320,GBR,4:10.984,,
