season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,1,1,4,,308,FRANCE,9469,FRA,2:39.340,QA
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,1,2,1,,316,NETHERLANDS,9476,NED,2:39.546,QA
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,1,PEN,3,,304,CANADA,9467,CAN,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,1,PEN,2,,305,CHINA,9468,CHN,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,2,1,2,,311,HUNGARY,9471,HUN,2:40.369,QA
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,2,3,1,,315,KOREA,9475,KOR,2:40.723,QB
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Semifinals,2,4,4,,313,JAPAN,9473,JPN,2:40.852,QB
