season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,1,1,3,,410,NETHERLANDS,7321,NED,7:01.713,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,1,2,2,,403,CHINA,7303,CHN,7:03.661,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,1,3,4,,413,UKRAINE,7308,UKR,7:04.245,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,1,4,1,,401,BELGIUM,7897,BEL,7:18.765,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,2,1,3,,414,UNITEDSTATES,7306,USA,7:11.676,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,2,3,1,,407,ITALY,7301,ITA,7:14.437,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,3,1,3,,409,KOREA,7300,KOR,7:02.899,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,3,2,1,,408,JAPAN,7310,JPN,7:02.919,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,3,PEN,2,,411,POLAND,7326,POL,PEN,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,4,1,4,,412,RUSSIA,7307,RUS,7:12.880,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,4,2,1,,405,GERMANY,7302,GER,7:13.512,Q
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,4,3,3,,404,FRANCE,7319,FRA,7:15.949,
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",5000mRelay,m,Heats,4,4,2,,406,HUNGARY,7324,HUN,7:20.024,
