season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,1,1,3,,68,RUSNAKOVAPetra,9297,SVK,1:33.852,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,1,2,2,,43,JEONYuMin,9537,KOR,1:34.541,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,1,3,5,,24,SOMOGYIBarbara,9392,HUN,1:34.903,q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,1,4,1,,48,USATOVAAlina,9694,LAT,1:38.865,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,1,YC,4,,64,DOSKOVICMia,9698,SRB,YC,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,2,1,4,,59,SofyaBOYTSOVA,9286,RUS,1:40.710,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,2,2,1,,29,dePIAZZAViola,9687,ITA,1:41.523,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,2,3,3,,21,ECKSTEINLisa,9488,GER,1:41.617,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,2,4,2,,20,HollyHOYLAND,9521,GBR,1:41.776,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,3,1,2,,52,VELZEBOERXandra,9275,NED,1:33.899,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,3,2,1,,7,BOUDRIASMegan,9677,CAN,1:34.561,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,3,3,5,,78,LUTEKamryn,9704,USA,1:36.721,q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,3,4,4,,63,POKJingYingAlyssa,9697,SGP,1:37.261,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,3,5,3,,1,SiyuWANG,9374,AUS,1:39.240,
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,4,1,3,,13,LIXuan,9003,CHN,1:32.839,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,4,2,4,,58,YuliiaBERESNEVA,9415,RUS,1:32.906,Q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,4,3,1,,16,TerezaPFEIFEROVA,9321,CZE,1:33.234,q
2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Preliminaries,4,4,2,,19,OLLIVIERCloe,9682,FRA,1:35.178,
