season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2002 European Championships,500M,m,Preliminaries,1,1,48,,,GisleTVERLAND,7063,NOR,44.912,
2001-2002,2002 European Championships,500M,m,Preliminaries,1,2,44,,,DENBRAVEROtto,7074,NED,45.045,
2001-2002,2002 European Championships,500M,m,Preliminaries,1,3,29,,,DaveALLARDICE,6642,GBR,45.050,
2001-2002,2002 European Championships,500M,m,Preliminaries,1,DQ,60,,,SaschaLAUBER,6634,SUI,DQ,
2001-2002,2002 European Championships,500M,m,Preliminaries,2,1,41,,,NicolaRODIGARI,6332,ITA,43.581,
2001-2002,2002 European Championships,500M,m,Preliminaries,2,2,63,,,YevgenYAKOVLEV,6751,UKR,43.744,
2001-2002,2002 European Championships,500M,m,Preliminaries,2,3,51,,,AlexanderGERTSIKOV,6570,RUS,43.885,
2001-2002,2002 European Championships,500M,m,Preliminaries,2,NP,15,,,TomislavDUGI,6032,CRO,NP,
2001-2002,2002 European Championships,500M,m,Preliminaries,3,1,6,,,SimonvanVOSSEL,7098,BEL,44.866,
2001-2002,2002 European Championships,500M,m,Preliminaries,3,2,52,,,TCHESHUKINAnton,6896,RUS,44.942,
2001-2002,2002 European Championships,500M,m,Preliminaries,3,3,34,,,KrisztianSZABO,6340,HUN,45.069,
2001-2002,2002 European Championships,500M,m,Preliminaries,3,4,1,,,ChristianLUKAS,6631,AUT,45.669,
2001-2002,2002 European Championships,500M,m,Preliminaries,4,1,39,,,NicolaFRANCESCHINA,6331,ITA,43.589,
2001-2002,2002 European Championships,500M,m,Preliminaries,4,2,23,,,ArianNACHBAR,6637,GER,44.022,
2001-2002,2002 European Championships,500M,m,Preliminaries,4,3,19,,,GregoryDURAND,6646,FRA,44.658,
2001-2002,2002 European Championships,500M,m,Preliminaries,4,4,66,,,DOJKICRobert,6097,SCG,52.674,
2001-2002,2002 European Championships,500M,m,Preliminaries,5,1,62,,,VolodymyrGRYGORIEV,6741,UKR,43.802,
2001-2002,2002 European Championships,500M,m,Preliminaries,5,2,20,,,LudovicMATHIEU,6644,FRA,43.867,
2001-2002,2002 European Championships,500M,m,Preliminaries,5,3,10,,,MiroslavBOIADJIEV,6777,BUL,43.908,
2001-2002,2002 European Championships,500M,m,Preliminaries,5,4,55,,,MatusUZAK,6510,SVK,44.594,
2001-2002,2002 European Championships,500M,m,Preliminaries,6,1,33,,,KornelSZANTO,6338,HUN,44.432,
2001-2002,2002 European Championships,500M,m,Preliminaries,6,2,28,,,LeonFLACK,6641,GBR,44.447,
2001-2002,2002 European Championships,500M,m,Preliminaries,6,3,45,,,DaveVERSTEEG,6540,NED,44.474,
2001-2002,2002 European Championships,500M,m,Preliminaries,6,4,61,,,AndreasTANNER,6951,SUI,1:08.426,
2001-2002,2002 European Championships,500M,m,Preliminaries,7,1,59,,,MartinJOHANSSON,6509,SWE,45.104,
2001-2002,2002 European Championships,500M,m,Preliminaries,7,2,25,,,AndreHARTWIG,6635,GER,45.152,
2001-2002,2002 European Championships,500M,m,Preliminaries,7,3,56,,,TomasGRESCHNER,6633,SVK,45.267,
2001-2002,2002 European Championships,500M,m,Preliminaries,7,4,13,,,KirilPANDOV,6779,BUL,45.281,
2001-2002,2002 European Championships,500M,m,Preliminaries,8,1,38,,,FabioCARTA,6001,ITA,44.251,
2001-2002,2002 European Championships,500M,m,Preliminaries,8,2,27,,,NickyGOOCH,6640,GBR,44.955,
2001-2002,2002 European Championships,500M,m,Preliminaries,8,3,47,,,KnutALSEMGEEST,6670,NED,45.334,
2001-2002,2002 European Championships,500M,m,Preliminaries,8,4,14,,,IvanDOLINIC,6669,CRO,49.307,
2001-2002,2002 European Championships,500M,m,Preliminaries,9,1,7,,,PieterGYSEL,6425,BEL,45.843,
2001-2002,2002 European Championships,500M,m,Preliminaries,9,2,16,,,JarmilHRUZA,6503,CZE,46.500,
2001-2002,2002 European Championships,500M,m,Preliminaries,9,3,42,,,AMBROZAITISSarunas,6891,LTU,50.776,
2001-2002,2002 European Championships,500M,m,Preliminaries,9,DQ,67,,,DOJKICViktor,7056,SCG,DQ,
2001-2002,2002 European Championships,500M,m,Preliminaries,10,1,18,,,BrunoLOSCOS,6643,FRA,45.346,
2001-2002,2002 European Championships,500M,m,Preliminaries,10,2,24,,,HELASHolger,6506,GER,46.052,
2001-2002,2002 European Championships,500M,m,Preliminaries,10,3,2,,,MichaelKOCH,6680,AUT,46.873,
2001-2002,2002 European Championships,500M,m,Preliminaries,10,4,49,,,KarolBOBOWICZ,6070,POL,1:06.565,
