season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,1,1,2,,116,SUIBaoKu,6416,CHN,1:31.553,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,1,2,3,,133,FumihikoKAKUBARI,6024,JPN,1:31.823,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,1,3,1,,126,CONFORTOLAYuri,6561,ITA,1:31.894,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,1,4,4,,137,AslanDAUMOV,6119,KAZ,1:35.180,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,2,1,1,,114,LIYe,6655,CHN,1:31.850,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,2,2,3,,129,JunjiITO,6579,JPN,1:31.941,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,2,3,4,,110,MathieuGIROUX,6852,CAN,1:32.354,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,2,4,2,,144,ZbigniewBRODKA,6096,POL,1:33.503,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,3,2,3,,102,AlexanderMERRIMAN,6160,AUS,1:34.911,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,3,3,4,,167,AndriyKOZHUKH,6133,UKR,1:37.457,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,3,DQ,2,,168,ShaniDAVIS,6498,USA,DQ,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,4,1,3,,125,NicolaRODIGARI,6332,ITA,1:30.998,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,4,2,2,,120,SebastianPRAUS,6364,GER,1:31.159,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,4,3,1,,154,RuslanZAKHAROV,6935,RUS,1:31.329,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,4,4,4,,142,MatthewFULLER,6448,NZL,1:33.167,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,5,1,4,,147,KIMHyun-Kon,7101,KOR,1:29.205,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,5,2,3,,109,SteveROBILLARD,6494,CAN,1:29.336,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,5,3,2,,106,PieterGYSEL,6425,BEL,1:30.213,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,5,4,1,,158,TomasGRESCHNER,6633,SVK,1:31.271,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,6,1,1,,113,Marc-AndreMONETTE,6270,CAN,1:31.958,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,6,2,2,,172,RyanBEDFORD,6956,USA,1:32.109,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,6,3,3,,141,NielsKERSTHOLT,7067,NED,1:32.124,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,6,4,4,,152,SemenELISTRATOV,7293,RUS,1:32.345,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,7,1,2,,148,AHNHyun-Soo,6618,KOR,1:32.825,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,7,2,1,,170,TravisJAYNER,6300,USA,1:33.760,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,7,3,4,,123,PaulHERRMANN,6803,GER,1:34.032,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(2),m,Heats,7,4,3,,131,KazuyaHATTA,6578,JPN,1:35.347,
