season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,1,1,3,,108,HAMELINCharles,6610,CAN,1:28.439,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,1,2,1,,125,NicolaRODIGARI,6332,ITA,1:28.744,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,1,3,4,,115,LIHaonan,6658,CHN,1:28.886,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,1,4,2,,132,YuMIURA,6181,JPN,1:29.480,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,2,1,1,,107,Francois-LouisTREMBLAY,6704,CAN,1:29.085,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,2,2,3,,118,MAYunfeng,7284,CHN,1:29.132,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,2,3,2,,105,WimdeDEYNE,6699,BEL,1:29.300,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,2,4,4,,134,SatoshiSAKASHITA,6183,JPN,1:30.430,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,3,1,1,,130,TakahiroFUJIMOTO,6277,JPN,1:31.012,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,3,2,3,,168,ShaniDAVIS,6498,USA,1:31.071,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,3,3,4,,121,TysonHEUNG,6240,GER,1:31.248,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,3,4,2,,100,BenSOUTHEE,6203,AUS,1:31.287,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,4,2,1,,111,OlivierJEAN,6756,CAN,1:28.868,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,4,3,4,,119,PANLei,7285,CHN,1:29.423,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1000m(1),m,QuarterFinals,4,4,2,,127,DenisBELLOTTI,6807,ITA,1:29.490,
