season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,1,1,1,,311,CHINA,9048,CHN,4:15.334,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,1,2,2,,317,JAPAN,9047,JPN,4:15.458,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,1,3,4,,306,CZECHREPUBLIC,9065,CZE,4:19.476,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,1,4,3,,307,FRANCE,9042,FRA,4:27.332,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,2,1,1,,315,RUSSIA,9046,RUS,4:14.711,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,2,2,2,,308,GERMANY,9080,GER,4:14.781,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,2,3,3,,305,HUNGARY,9043,HUN,4:15.043,q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,2,4,4,,304,NETHERLANDS,9040,NED,4:15.105,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,3,1,1,,313,CANADA,9049,CAN,4:11.669,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,3,3,3,,312,ITALY,9039,ITA,4:11.871,q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),3000mRelay,w,Quarterfinals,3,4,4,,310,BULGARIA,9057,BUL,4:27.268,
