season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1999-2000,2000 World Championships,1500M,w,SemiFinals,1,2,1,,,JOOMin-Jin,6616,KOR,2:39.085,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,1,3,6,,,WANGChunlu,6648,CHN,2:39.556,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,1,4,5,,,StephanieBOUVIER,6709,FRA,2:40.119,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,1,5,4,,,SOLOMATINAOlga,6733,UKR,2:40.216,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,1,6,2,,,JoannaWILLIAMS,6639,GBR,2:41.227,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,1,3,,,PARKHye-Won,7085,KOR,2:44.975,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,2,4,,,EvgeniaRADANOVA,6775,BUL,2:45.186,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,3,5,,,YukaKAMINO,6945,JPN,2:45.562,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,4,2,,,JulieGOSKOWICZ,6939,USA,2:45.698,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,5,6,,,KatiaZINI,6076,ITA,2:46.249,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,2,6,1,,,MargaritaLARIONOVA,6886,EST,2:56.809,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,1,2,,,ANSang-Mi,6481,KOR,2:35.297,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,2,4,,,AnniePERREAULT,6660,CAN,2:35.475,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,3,1,,,AmyPETERSON,6528,USA,2:35.510,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,4,3,,,IsabelleCHAREST,6700,CAN,2:36.269,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,5,5,,,ChikageTANAKA,6314,JPN,3:01.587,,
1999-2000,2000 World Championships,1500M,w,SemiFinals,3,DQ,6,,,YANGsYang,6651,CHN,DQ,,
