season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,1,1,2,,212,CHINA,7303,CHN,6:48.841,Q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,1,2,1,,216,NETHERLANDS,7321,NED,6:50.237,Q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,1,3,4,,210,AUSTRALIA,7305,AUS,6:55.638,
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,1,4,3,,219,UKRAINE,7308,UKR,6:56.527,
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,2,1,3,,211,CANADA,7309,CAN,6:53.491,Q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,2,2,2,,218,RUSSIA,7307,RUS,6:54.360,Q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,2,3,4,,220,UNITEDSTATES,7306,USA,6:54.761,q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,2,4,1,,215,KAZAKHSTAN,7356,KAZ,7:04.603,
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,3,2,3,,213,GREATBRITAIN,7320,GBR,6:44.768,Q
2011-2012,"ISU World Cup 2011/2012, CHN, Shanghai",5000mRelay,m,Heats,3,3,2,,214,JAPAN,7310,JPN,6:48.457,q
