season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,1,1,4,,11,MarianneST-GELAIS,7216,CAN,43.571,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,1,2,5,,70,LiaSTEPANOVA,6150,RUS,45.822,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,1,3,1,,25,ElisaLENKE,7124,GER,46.181,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,1,4,2,,75,SarahCHEN,7722,USA,1:11.199,ADV
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,1,PEN,3,,1,JulieJUNG,7838,AUS,PEN,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,2,1,1,,18,LIUQiuhong,6286,CHN,44.325,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,2,2,4,,9,JessicaHEWITT,7548,CAN,44.547,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,2,3,2,,52,LEESoYoun,8436,KOR,44.575,q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,2,4,3,,45,MarieYOSHIDA,7417,JPN,45.017,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,2,5,5,,62,MALISZEWSKANatalia,8437,POL,46.593,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,3,1,3,,14,FANKexin,7694,CHN,43.833,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,3,2,2,,69,NataliaPLUGINA,7345,RUS,44.338,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,3,3,1,,59,AidaBELLA,7538,POL,44.413,q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,3,4,5,,30,AndreaKESZLER,7147,HUN,44.684,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,3,PEN,4,,50,CHOIJiHyun,7711,KOR,PEN,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,4,1,4,,38,VALCEPINAMartina,7159,ITA,44.408,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,4,2,1,,23,CharlotteGILMARTIN,7136,GBR,44.456,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,4,3,5,,44,SayuriSHIMIZU,7544,JPN,44.679,q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,4,4,3,,28,RozsaDARAZS,6797,HUN,45.425,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,4,5,2,,47,InnaSIMONOVA,7241,KAZ,45.526,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,5,1,2,,10,ValerieMALTAIS,6216,CAN,43.852,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,5,2,4,,77,AlysonDUDEK,7290,USA,44.807,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,5,3,1,,39,VIVIANIElena,7583,ITA,45.468,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,5,4,3,,5,MarinaGEORGIEVA-NIKOLOVA,7097,BUL,45.512,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,6,1,4,,80,JessicaKOOREMAN,7649,USA,44.747,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,6,2,3,,57,vanKERKHOFYara,7422,NED,44.831,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,6,3,1,,27,WALTERBianca,7232,GER,45.764,ADV
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,6,4,2,,21,LenkaZAHUMENSKA,7975,CZE,47.711,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,6,PEN,5,,82,AyukoITO,6791,JPN,PEN,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,7,1,4,,67,TatianaBORODULINA,7483,RUS,44.412,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,7,2,1,,46,XeniyaMOTOVA,7343,KAZ,47.172,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,7,3,2,,74,SafiyaVLASOVA,7175,UKR,47.269,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,7,4,3,,56,SannevanKERKHOF,6835,NED,1:21.963,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,8,1,4,,19,WANGMeng,6594,CHN,43.816,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,8,2,2,,34,AriannaFONTANA,6227,ITA,43.968,Q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,8,3,3,,63,PatrycjaMALISZEWSKA,6154,POL,44.312,q
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,8,4,1,,32,SzandraLAJTOS,6339,HUN,45.286,
2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",500m,w,Preliminaries,8,5,5,,58,vanRUIJVENLara,7710,NED,45.342,
