season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,1,1,1,,11,SEOYiRa,7940,KOR,41.360,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,1,2,2,,25,NurbergenZHUMAGAZIYEV,7349,KAZ,41.467,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,1,3,4,,6,ShaolinSandorLIU,7928,HUN,41.469,q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,1,4,3,,26,DOTTITommaso,7604,ITA,42.638,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,2,1,2,,2,PARKSeYeong,7750,KOR,41.939,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,2,2,3,,111,MenderesEREN,8351,TUR,43.695,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,2,3,4,,168,IvanMOJSILOVIC,8640,SRB,47.649,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,2,4,1,,85,RichardSHOEBRIDGE,7825,GBR,notime,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,3,1,3,,48,ShaoangLIU,8564,HUN,41.122,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,3,2,1,,64,BYKANOVVladislav,6178,ISR,41.167,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,3,3,4,,20,FreekvanderWART,7269,NED,41.284,q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,3,4,2,,170,HANDEIVolodymyr,8525,UKR,43.560,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,4,1,2,,4,HAMELINCharles,6610,CAN,41.164,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,4,2,4,,13,RobertoPUKITIS,7785,LAT,42.812,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,4,3,1,,102,JensALMEY,8595,BEL,42.895,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,4,4,3,,33,PierreBODA,7588,AUS,43.193,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,5,1,4,,19,SamuelGIRARD,8600,CAN,41.568,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,5,2,3,,69,SCHUBERTChristoph,7734,GER,43.542,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,5,3,1,,119,YauheniRYZHOU,7772,BLR,43.598,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,5,4,2,,52,deLAATItzhak,7746,NED,notime,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,6,1,2,,32,JUNGHyunWoo(Andy),8575,AUS,42.966,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,6,2,1,,67,DavideVISCARDI,7440,ITA,43.050,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,6,3,4,,151,ANDERMANNDominic,8078,AUT,45.819,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,6,DNS,3,,131,ArtemKOZLOV,8638,RUS,DNS,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,7,1,4,,22,John-HenryKRUEGER,7763,USA,42.008,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,7,2,1,,165,DennisVISSER,8498,NED,42.295,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,7,3,3,,152,EdinBRANKOVIC,7256,BIH,45.122,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,7,4,2,,14,ViktorKNOCH,6177,HUN,notime,,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,8,1,4,,3,WUDajing,7729,CHN,42.112,Q,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,500m,m,Preliminaries,8,2,1,,58,RyosukeSAKAZUME,7542,JPN,42.397,Q,
