season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,1,1,1,,20,vanRUIJVENLara,7710,NED,44.819,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,1,2,2,,17,ZAKHAROVAEvgeniya,7715,RUS,44.948,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,1,3,3,,69,VALCEPINAArianna,7705,ITA,45.130,q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,1,4,4,,136,ArthurGOTFREY,9069,,45.979,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,2,1,1,,118,JorienterMORS,6146,NED,44.304,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,2,2,2,,15,PIERRONVeronique,6196,FRA,44.482,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,2,3,3,,71,MagdalenaWARAKOMSKA,8502,POL,46.114,q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,2,4,4,,95,TALAYEVAVolha,6792,BLR,46.180,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,3,2,3,,52,MALAGICHEmina,7989,RUS,45.451,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,3,3,2,,73,BACSKAISaraLuca,8609,HUN,46.929,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,3,4,4,,87,OliwiaGAWLICA,8501,POL,46.951,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,4,1,2,,48,KONSTANTINOVAEkaterina,8510,RUS,44.684,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,4,2,1,,19,VIVIANIElena,7583,ITA,44.810,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,4,3,3,,104,SelmaPOUTSMA,9004,FRA,44.949,q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,4,4,4,,24,MANOILOVAKatrin,8539,BUL,45.461,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,5,1,3,,40,AnnaSEIDEL,8562,GER,45.652,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,5,2,4,,61,LuciaPERETTI,7160,ITA,45.889,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,5,3,1,,26,CharlotteGILMARTIN,7136,GBR,46.230,q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,5,PEN,2,,76,MALISZEWSKANatalia,8437,POL,PEN,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,6,1,1,,81,SCHULTINGSuzanne,8493,NED,44.971,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,6,2,2,,22,PetraJASZAPATI,8611,HUN,45.120,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,6,3,3,,31,HUOTMARCHANDTifany,7976,FRA,46.365,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Heats,6,4,4,,25,SEJPALOVA-HRUZOVAMichaela,8553,CZE,46.621,,
