season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,1,1,1,,1102,JeffSIMON,7280,USA,43.543,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,1,2,3,,1048,JunjiITO,6579,JPN,43.710,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,1,3,2,,1079,ViacheslavKURGINIAN,6934,RUS,44.729,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,1,4,4,,1042,RobertoSERRA,6463,ITA,56.984,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,2,2,3,,1004,WimdeDEYNE,6699,BEL,43.117,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,2,3,4,,1101,JPKEPKA,6501,USA,43.533,q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,2,4,1,,1046,ClaudioRINALDI,7261,ITA,44.212,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,3,1,4,,1066,FreekvanderWART,7269,NED,44.119,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,3,2,3,,1039,SergeiKASTOV,6591,ISR,46.695,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,3,3,1,,1025,JonELEY,6592,GBR,56.752,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,3,4,2,,1053,ArturSULTANGALIYEV,6158,KAZ,1:26.478,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,4,1,2,,1031,TysonHEUNG,6240,GER,42.775,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,4,2,1,,1026,PaulSTANLEY,7054,GBR,42.933,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,4,DNS,3,,1074,DariuszKULESZA,6817,POL,DNS,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,5,1,3,,1018,LIUXiaoLiang,6233,CHN,43.060,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,5,2,2,,1072,BartoszKONOPKO,7169,POL,43.210,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,5,3,1,,1088,SergeyPRANKEVICH,7048,RUS,44.510,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,5,4,4,,1067,RudyKOEK,7225,NED,44.644,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,6,1,2,,1014,Marc-AndreMONETTE,6270,CAN,43.817,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,6,2,3,,1091,SerhiyLIFYRENKO,6826,UKR,44.499,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,6,DQ,1,,1008,KirilPANDOV,6779,BUL,DQ,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,6,DQ,4,,1052,ShinyuFUJIMOTO,7390,JPN,DQ,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,7,1,4,,1017,AlexBOISVERT-LACROIX,7346,CAN,43.648,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,7,2,1,,1029,PaulWORTH,6802,GBR,43.963,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,7,3,3,,1022,WEIJiguang,7155,CHN,44.715,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,7,4,2,,1035,RobertBECKER,7258,GER,44.967,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,8,1,4,,1061,LEESeung-Hoon,6185,KOR,43.891,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,8,2,2,,1092,DmytroPOLTAVETS,7221,UKR,46.008,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,8,3,3,,1009,AssenPANDOV,6778,BUL,49.798,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,8,DQ,1,,1076,TomaszWROBLEWSKI,6214,POL,DQ,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,9,1,3,,1063,KWAKYoon-Gy,6120,KOR,43.028,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,9,2,1,,1005,PieterGYSEL,6425,BEL,43.290,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,9,3,4,,1086,EvgeniiKOZULIN,7272,RUS,43.823,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,9,4,2,,1068,IngmarvanRIEL,6186,NED,44.403,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,10,1,2,,1047,SatoshiSAKASHITA,6183,JPN,43.244,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,10,2,3,,1098,RyanBEDFORD,6956,USA,43.395,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,10,3,1,,1001,JeremyBECK,7283,AUS,43.789,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,10,4,4,,1040,AlexanderZHELEZNOV,6179,ISR,44.457,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,11,2,1,,1020,LIYe,6655,CHN,42.799,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,11,3,2,,1024,ThibautFAUCONNET,6785,FRA,43.413,q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",500m(2),m,Preliminaries,11,4,4,,1054,AslanDAUMOV,6119,KAZ,46.002,
