season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,1,1,4,,221,FRANCE,7319,FRA,7:11.500,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,1,2,2,,228,RUSSIA,7307,RUS,7:11.634,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,1,3,1,,229,SLOVAKIA,7328,SVK,7:20.250,q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,1,4,3,,227,POLAND,7326,POL,7:33.745,,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,2,1,1,,225,ITALY,7301,ITA,7:13.182,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,2,2,2,,226,NETHERLANDS,7321,NED,7:14.102,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,2,3,3,,230,UKRAINE,7308,UKR,7:20.765,,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,3,1,2,,224,GREATBRITAIN,7320,GBR,7:06.510,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,3,2,3,,223,HUNGARY,7324,HUN,7:07.753,Q,
2006-2007,"2007 ISU European Championships, Great Britain",5000mRelay,m,Heats,3,3,1,,222,GERMANY,7302,GER,7:14.660,q,
