season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,1,1,4,,501,CANADA,9467,CAN,2:40.212,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,1,2,3,,508,KAZAKHSTAN,9474,KAZ,2:41.177,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,1,3,1,,502,CHINA,9468,CHN,2:43.038,q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,1,4,2,,506,ITALY,9472,ITA,2:43.741,
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,2,1,4,,509,KOREA,9475,KOR,2:43.129,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,2,2,3,,505,HUNGARY,9471,HUN,2:43.508,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,2,3,2,,507,JAPAN,9473,JPN,2:45.357,q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,2,4,1,,514,UKRAINE,9480,UKR,2:50.289,
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,3,1,3,,512,RUSSIA,9478,RUS,2:43.498,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,3,2,1,,511,POLAND,9477,POL,2:43.673,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),2000mRelay,x,Quarterfinals,3,3,2,,515,BELARUS,9485,BLR,2:48.816,
