season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,1,1,1,,,JAPAN,7304,JPN,2:52.763,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,1,2,3,,,ITALY,7301,ITA,2:53.409,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,1,3,4,,,BULGARIA,7392,BUL,3:00.881,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,1,4,2,,,GERMANY,7302,GER,3:04.387,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,2,1,4,,,CANADA,7309,CAN,2:54.554,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,2,2,3,,,KOREA,7300,KOR,2:56.129,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,2,3,1,,,POLAND,7326,POL,2:56.421,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,2,4,2,,,CZECHREPUBLIC,7325,CZE,2:58.319,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,3,1,4,,,CHINA,7303,CHN,2:50.313,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,3,2,3,,,UNITEDSTATES,7306,USA,2:51.689,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,3,3,2,,,NETHERLANDS,7321,NED,2:52.831,
2000-2001,2001 World Junior Championships,2000MRelay,m,QuarterFinals,3,4,1,,,GREATBRITAIN,7320,GBR,2:57.147,
