season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,1,1,2,,330,KAZAKHSTAN,9474,KAZ,2:43.290,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,1,2,3,,306,CANADA,9467,CAN,2:43.339,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,1,3,4,,311,CROATIA,9593,CRO,2:53.460,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,1,PEN,1,,325,ITALY,9472,ITA,PEN,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,2,1,1,,334,KOREA,9475,KOR,2:44.358,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,2,2,3,,351,UNITEDSTATES,9479,USA,2:44.509,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,2,3,2,,347,UKRAINE,9480,UKR,2:50.589,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,2,4,4,,313,DPRKOREA,9599,PRK,2:51.210,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,3,2,1,,321,GREATBRITAIN,9470,GBR,2:45.317,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,3,3,2,,328,JAPAN,9473,JPN,2:46.478,q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,4,1,1,,315,FRANCE,9469,FRA,2:44.618,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,4,2,3,,322,HUNGARY,9471,HUN,2:44.981,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,4,3,2,,342,POLAND,9477,POL,2:45.078,q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,5,1,4,,344,RUSSIA,9478,RUS,2:43.252,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,5,2,1,,337,NETHERLANDS,9476,NED,2:43.502,Q
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,5,3,2,,302,BELARUS,9485,BLR,2:46.847,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),2000mRelay,x,Heats,5,PEN,3,,319,GERMANY,9592,GER,PEN,
