season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,1,1,3,,23,YOSHINAGAKazuki,8745,JPN,1:25.724,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,1,2,1,,13,CONFORTOLAYuri,6561,ITA,1:26.139,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,1,3,5,,213,ROSS-WADDELLKyle,9526,GBR,1:28.051,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,1,4,4,,222,SUJun-Peng,8643,TPE,1:28.098,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,1,5,2,,121,MURPHYPeter,9269,LUX,1:30.207,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,2,2,5,,181,SONGJiaHua,9612,CHN,1:25.602,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,2,3,2,,122,VANHOORENRino,8721,BEL,1:25.713,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,2,4,3,,217,MILOVANOVSergei,9289,RUS,1:26.335,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,2,5,4,,25,BLUNDENKeanu,8593,AUS,notime,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,3,1,3,,158,HANTianyu,8388,CHN,1:24.626,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,3,2,2,,19,SHULGINOVAlexander,8752,RUS,1:24.892,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,3,3,5,,98,SCHUBERTChristoph,7734,GER,1:26.391,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,3,4,4,,126,TREACYEthan,9323,GBR,1:27.448,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,3,5,1,,145,SEJPALZdenek,9336,CZE,1:29.785,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,4,1,3,,18,HAMELINCharles,6610,CAN,1:25.937,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,4,2,4,,22,TRANAaron,8528,USA,1:27.248,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,4,3,1,,214,YATESWestley,9524,GBR,1:30.195,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,4,4,2,,37,HANDEIVolodymyr,8525,UKR,notime,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,5,1,3,,66,SHAMUKHANOVYerkebulan,8672,KAZ,1:29.376,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,5,2,1,,11,DOTTITommaso,7604,ITA,1:29.480,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,5,3,4,,120,NIESCIERKarol,9126,POL,1:31.493,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,5,4,2,,155,WOLFGANGMatthias,8474,AUT,1:32.457,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1000m(2),m,Heats,6,1,1,,24,BYKANOVVladislav,6178,ISR,1:27.679,Q
