season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,3,12.32,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,4,12.01,4.0,5.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,5,11.17,5.0,4.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,6,10.18,4.0,1.0,3.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,7,11.07,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,8,10.78,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,9,10.36,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,10,9.54,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,11,9.42,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,12,9.53,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,13,9.61,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,Semifinals,2,3,2,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.885 
					",QB,14,10.05,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,2,13.75,4.0,5.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,3,11.87,5.0,6.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,4,11.03,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,5,11.0,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,6,10.52,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,7,10.52,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,8,10.28,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,9,9.79,6.0,5.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,10,9.51,5.0,4.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,11,9.06,4.0,1.0,3.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,12,9.28,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,13,9.65,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,1,w,FinalB,1,1,3,,,334.0,AriannaFONTANA,6227,ITA,"
						2:26.832 
					",,14,10.08,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,2,11.62,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,3,10.09,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,4,10.04,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,5,9.67,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,6,9.36,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,7,9.26,4.0,2.0,2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,8,9.29,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,9,9.41,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,10,9.38,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,11,9.29,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,12,9.36,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,13,9.51,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:14.453 
					",Q,14,9.86,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,2,11.59,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,3,10.09,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,4,10.2,3.0,5.0,-2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,5,9.78,5.0,5.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,6,9.31,5.0,5.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,7,9.42,5.0,5.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,8,9.44,5.0,5.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,9,9.31,5.0,5.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,10,9.42,5.0,3.0,2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,11,9.35,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,12,9.49,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,13,9.67,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,5,2,3,,,472.0,KNEGTSjinkie,7352,NED,"
						2:14.927 
					",Q,14,9.64,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,2,11.22,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,3,10.8,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,4,10.91,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,5,10.87,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,6,10.89,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,7,9.94,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,8,9.57,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,9,9.58,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,10,9.13,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,11,9.21,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,12,9.09,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,13,9.25,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Heats,6,2,6,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:18.986 
					",Q,14,10.27,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,2,11.62,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,3,11.04,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,4,9.65,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,5,9.8,3.0,5.0,-2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,6,9.43,5.0,1.0,4.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,7,9.67,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,8,9.41,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,9,8.95,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,10,9.02,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,11,9.05,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,12,9.32,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,13,9.77,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,1,3,2,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:17.142 
					",QB,14,11.61,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,2,12.21,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,3,10.62,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,4,10.42,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,5,9.42,3.0,1.0,2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,6,9.6,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,7,9.71,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,8,9.73,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,9,9.62,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,10,9.41,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,11,9.3,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,12,9.23,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,13,9.2,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,2,2,1,,,472.0,KNEGTSjinkie,7352,NED,"
						2:15.829 
					",QA,14,9.1,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,2,12.62,4.0,5.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,3,11.44,5.0,6.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,4,10.45,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,5,10.28,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,6,9.53,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,7,9.7,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,8,9.97,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,9,9.57,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,10,9.55,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,11,9.37,6.0,4.0,2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,12,8.82,4.0,1.0,3.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,13,8.91,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,Semifinals,3,1,1,,,462.0,KWAKYoon-Gy,6120,KOR,"
						2:18.935 
					",QA,14,9.67,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,2,13.45,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,3,11.48,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,4,11.3,4.0,6.0,-2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,5,10.31,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,6,10.06,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,7,9.92,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,8,9.8,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,9,9.88,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,10,9.31,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,11,9.11,6.0,6.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,12,9.1,6.0,4.0,2.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,13,8.86,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",1500m,2,m,FinalB,1,2,3,,,415.0,FrancoisHAMELIN,6167,CAN,"
						2:21.105 
					",,14,9.06,4.0,2.0,2.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",500m,2,m,Preliminaries,4,1,2,,,113.0,FrancoisHAMELIN,6167,CAN,"
						41.616 
					",Q,2,8.96,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",500m,2,m,Preliminaries,4,1,2,,,113.0,FrancoisHAMELIN,6167,CAN,"
						41.616 
					",Q,3,8.52,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",500m,2,m,Preliminaries,4,1,2,,,113.0,FrancoisHAMELIN,6167,CAN,"
						41.616 
					",Q,4,8.61,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",500m,2,m,Preliminaries,4,1,2,,,113.0,FrancoisHAMELIN,6167,CAN,"
						41.616 
					",Q,5,8.78,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,1,13.26,5.0,1.0,4.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,2,10.32,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,3,10.33,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,4,9.92,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,5,9.86,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,6,10.0,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,7,9.96,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1000m,-1,w,Heats,4,1,5,,,6.0,Marie-EveDROLET,6059,CAN,"
						1:33.533 
					",Q,8,9.94,1.0,1.0,-0.0
