race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,65,WALTERBianca,7232,GER,1:38.261,Q
0,2,5,,25,THOMSONKathryn,8465,GBR,1:40.035,Q
0,3,3,,89,DOLGOPOLOVAMariya,8096,UKR,2:00.890,
0,4,4,,141,VOLKOVITSKAYAAlyona,9372,KAZ,2:04.680,
0,DNS,6,,120,DAUDETGwendoline,9100,FRA,DNS,
0,YC,2,,161,AMIRGALIYEVAAliya,9404,KAZ,YC,
1,1,6,,50,MONVOISINAurelie,8556,FRA,1:37.333,Q
1,2,2,,113,DANNEELAlexandra,9320,BEL,1:38.240,Q
1,3,4,,96,IZAFATAVAHanna,9068,BLR,1:39.141,
1,4,5,,112,IVANDICMaja,9233,CRO,1:39.762,
1,5,1,,47,vanKERKHOFYara,7422,NED,notime,ADV
1,PEN,3,,52,MALAGICHEmina,7989,RUS,PEN,
2,1,1,,57,ZAKHAROVAEvgeniya,7715,RUS,1:31.994,Q
2,2,2,,58,DALRYMPLEGeorgie,9407,NED,1:32.478,Q
2,3,5,,153,KAYETalya,9748,GBR,1:39.556,
2,4,3,,34,PENCHEVAZornica,8461,BUL,notime,
2,PEN,4,,110,LETAIJulie,9441,USA,PEN,
3,1,5,,31,MAZURNicole,8421,POL,1:37.615,Q
3,2,2,,33,FILIPOVALucia,9426,SVK,1:37.671,Q
3,3,4,,42,ASCICValentina,8603,CRO,2:14.550,ADV
3,4,1,,66,WATANABEAoi,8744,JPN,2:21.917,ADV
3,PEN,3,,104,SOMOGYIBarbara,9392,HUN,PEN,
