race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,121,KIMYeJin,9310,KOR,1:32.099,Q
0,2,2,,71,ErikaLINDGREN,9210,SWE,1:32.148,Q
0,3,4,,127,MAZURNicole,8421,POL,1:32.186,
0,4,5,,113,KIKUCHIMoemi,7584,JPN,1:34.459,ADV
0,PEN,3,,58,CeciliaMAFFEI,6559,ITA,PEN,
1,1,1,,16,vanRUIJVENLara,7710,NED,1:33.956,Q
1,2,4,,63,ZANGYize,8725,CHN,1:34.068,Q
1,3,3,,122,CarolineMURPHY,9268,LUX,1:35.560,
1,4,5,,133,ElizabethJOHNSON,9440,USA,1:35.639,
1,5,2,,109,BOTTERGOMEZNicole,8741,ITA,notime,
2,1,2,,50,FANKexin,7694,CHN,1:36.370,Q
2,2,4,,31,PIERRONVeronique,6196,FRA,1:36.434,Q
2,3,3,,6,MALISZEWSKANatalia,8437,POL,1:36.520,
2,4,5,,131,VeraRASSKAZOVA,9463,RUS,1:36.957,
2,5,1,,33,CheyenneGOH,9291,SGP,1:39.986,
3,1,1,,21,PetraJASZAPATI,8611,HUN,1:30.163,Q
3,2,4,,15,BINEYMaame,9144,USA,1:30.424,Q
3,3,2,,57,KAMINAGAShione,8743,JPN,1:31.088,
3,4,3,,68,PatrycjaMALISZEWSKA,6154,POL,1:31.427,
3,5,5,,103,MiladaDOSLA,8729,CZE,1:34.202,
4,1,4,,12,vanKERKHOFYara,7422,NED,1:30.318,Q
4,2,3,,130,MALAGICHEmina,7989,RUS,1:30.413,Q
4,3,2,,89,RUSNAKOVAPetra,9297,SVK,1:30.688,q
4,4,5,,66,VIVIANIElena,7583,ITA,1:31.281,
4,PEN,1,,94,AlisonDESMARAIS,9458,CAN,PEN,
5,1,3,,13,KIKUCHISumire,7980,JPN,1:33.235,Q
5,2,2,,14,THOMSONKathryn,8465,GBR,1:33.379,Q
5,3,1,,108,MartaKNOCH,9459,HUN,1:34.302,
5,4,4,,132,DanielleAMOS,9465,USA,1:36.236,
6,1,1,,4,PROSVIRNOVASofia,8509,RUS,1:31.337,Q
6,2,5,,97,CHARLESAlyson,8722,CAN,1:31.338,Q
6,3,2,,102,WANGXiran,9451,CHN,1:31.442,
6,4,3,,117,TIKHONOVAOlga,8621,KAZ,1:31.580,
6,5,4,,34,MichaelaKUNCIROVA,8552,CZE,1:31.697,
7,2,2,,119,CHOIJiHyun,7711,KOR,1:33.456,Q
7,3,5,,26,BACSKAISaraLuca,8609,HUN,1:33.783,
7,4,4,,100,BLAISDanae,9090,CAN,1:34.306,
7,5,3,,67,DOLGOPOLOVAMariya,8096,UKR,1:38.485,
