race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,5,WUDajing,7729,CHN,39.702,
0,2,2,,10,ShaolinSandorLIU,7928,HUN,39.732,
0,3,3,,67,AZHGALIYEVAbzal,7685,KAZ,39.881,
0,4,4,,171,KIMDongWook,9604,KOR,40.097,
1,1,3,,169,PARKInWook,7942,KOR,40.879,
1,2,1,,85,FERCOQQuentin,8605,FRA,40.983,
1,3,2,,20,CsabaBURJAN,7738,HUN,40.984,
1,4,4,,159,SELLIERDiane,9237,FRA,41.924,
