race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,60,SHULGINOVAlexander,8752,RUS,1:26.285,Q,
0,2,5,,23,DOTTITommaso,7604,ITA,1:26.507,Q,
0,3,3,,182,KRUZBERGSRoberts,9117,LAT,1:26.749,,
0,4,2,,154,LEEJuneSeo,9370,KOR,notime,,
0,PEN,4,,31,DESMETStijn,8706,BEL,PEN,,
1,1,3,,3,HWANGDaeHeon,9115,KOR,1:28.864,Q,
1,2,2,,135,LUEDTKEAdrian,9104,GER,1:29.280,Q,
1,3,5,,67,NurbergenZHUMAGAZIYEV,7349,KAZ,1:31.263,,
1,4,4,,57,WATANABEKeita,7605,JPN,notime,ADV,
1,PEN,1,,125,DUBOISSteven,9092,CAN,PEN,,
2,2,1,,2,ShaolinSandorLIU,7928,HUN,1:25.662,Q,
2,3,5,,68,HOOGERWERFDylan,8497,NED,1:25.866,,
2,4,2,,1,HAMELINCharles,6610,CAN,1:26.023,,
2,5,3,,189,BLUNDENKeanu,8593,AUS,1:26.195,,
3,1,3,,7,RENZiwei,8601,CHN,1:27.197,Q,
3,2,1,,19,CONFORTOLAYuri,6561,ITA,1:27.313,Q,
3,3,4,,18,ThibautFAUCONNET,6785,FRA,1:27.583,,
3,4,2,,5,SemenELISTRATOV,7293,RUS,2:03.315,ADV,
3,PEN,5,,20,CsabaBURJAN,7738,HUN,PEN,,
