race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,70,ZHAXYBAYEVMersaid,8623,KAZ,2:26.469,Q
0,2,6,,98,SCHUBERTChristoph,7734,GER,2:27.605,
0,3,1,,164,HAYASHIIbuki,9403,JPN,2:41.346,ADV
0,4,4,,6,WATANABEKeita,7605,JPN,notime,
0,4,2,,77,BREEUWSMADaan,7218,NED,notime,
0,PEN,5,,94,SUNLong,9454,CHN,PEN,
1,1,1,,7,LEEJuneSeo,9370,KOR,2:23.523,Q
1,2,2,,66,SHAMUKHANOVYerkebulan,8672,KAZ,2:24.680,
1,3,3,,156,DANDJINOUWilliam,9511,CAN,2:24.765,
1,4,6,,22,TRANAaron,8528,USA,2:25.083,
1,5,5,,46,JUNGHyunWoo(Andy),8575,AUS,2:31.285,
1,6,4,,36,HANDEIOleh,9073,UKR,notime,
