race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,96,SARAULTCourtneyLee,9223,CAN,1:29.324,Q
0,2,3,,4,PROSVIRNOVASofia,8509,RUS,1:29.368,Q
0,3,5,,17,DESMETHanne,8699,BEL,1:29.983,q
0,4,1,,66,VIVIANIElena,7583,ITA,1:31.361,
0,5,4,,126,KarolinaMILKOWSKA,9410,POL,1:33.512,
1,1,3,,47,AnastassiyaKRESTOVA,7981,KAZ,1:31.338,Q
1,2,4,,129,KONSTANTINOVAEkaterina,8510,RUS,1:31.404,Q
1,3,2,,109,BOTTERGOMEZNicole,8741,ITA,1:32.361,
1,4,1,,108,MartaKNOCH,9459,HUN,1:34.086,
1,5,5,,74,PatrycjaMARKIEWICZ,9071,POL,1:34.195,
2,1,2,,24,SCHULTINGSuzanne,8493,NED,1:29.769,Q
2,2,5,,120,KIMJiYoo,8764,KOR,1:30.299,Q
2,3,3,,110,SIGHELArianna,8088,ITA,1:30.384,
2,4,4,,26,BACSKAISaraLuca,8609,HUN,1:30.949,
2,5,1,,135,STODDARDCorinne,9464,USA,1:32.120,
3,1,2,,31,PIERRONVeronique,6196,FRA,1:29.354,Q
3,2,3,,94,AlisonDESMARAIS,9458,CAN,1:30.669,Q
3,3,4,,65,SANTOSKristen,8527,USA,notime,
3,YC,1,,13,KIKUCHISumire,7980,JPN,YC,
4,1,5,,45,HANYuTong,8365,CHN,1:30.365,Q
4,2,2,,61,KIKUCHIYuki,8669,JPN,1:31.668,Q
4,3,4,,123,AvalonAARDOOM,9120,NED,1:32.220,
4,4,3,,132,DanielleAMOS,9465,USA,1:35.350,
4,5,1,,67,DOLGOPOLOVAMariya,8096,UKR,1:36.069,
5,1,5,,12,vanKERKHOFYara,7422,NED,1:33.669,Q
5,2,1,,118,NOHAhRum,7419,KOR,1:33.701,Q
5,3,3,,29,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:33.752,
5,4,2,,122,CarolineMURPHY,9268,LUX,1:36.172,
5,PEN,4,,131,VeraRASSKAZOVA,9463,RUS,PEN,
6,1,3,,101,LIXuan,9003,CHN,1:32.284,Q
6,2,4,,121,KIMYeJin,9310,KOR,1:32.366,Q
6,3,1,,68,PatrycjaMALISZEWSKA,6154,POL,1:33.520,
6,PEN,2,,14,THOMSONKathryn,8465,GBR,PEN,
7,1,2,,63,ZANGYize,8725,CHN,1:29.022,Q
7,2,5,,98,CamilledeSERRES-RAINVILLE,9448,CAN,1:29.112,Q
7,3,3,,53,IongAKIM,9192,KAZ,1:29.240,q
7,4,4,,57,KAMINAGAShione,8743,JPN,1:30.539,
7,5,1,,104,PetraVANKOVA,8705,CZE,1:32.559,
