race,Rank,Name,ISU ID,ISU Member,Final Points,SF,CDR,Highest Rank,Time
0,1,ShaolinSandorLIU,7928,HUN,84,,,,
0,2,ShaoangLIU,8564,HUN,71,,,,
0,3,SemenELISTRATOV,7293,RUS,55,,,,
0,4,CONFORTOLAYuri,6561,ITA,39,,,,
0,5,BYKANOVVladislav,6178,ISR,26,,,,
0,6,AYRAPETYANDenis,8098,RUS,23,,,,
0,7,SITNIKOVPavel,9133,RUS,14,,,,
0,8,LEPAPESebastien,7554,FRA,11,,,,
0,9,ThibautFAUCONNET,6785,FRA,9,,,,
0,10,DESMETStijn,8706,BEL,6,,,,
0,11,BREEUWSMADaan,7218,NED,3,,,,
0,12,deLAATItzhak,7746,NED,2,,,,
0,13,DOTTITommaso,7604,ITA,1,,32,,
0,14,MIGUNOVDmitry,9334,FRA,1,,39,,
0,15,ANTONIOLIMattia,8572,ITA,,,39,,
0,16,PETREWard,8708,BEL,,,52,,
0,17,SCHUBERTChristoph,7734,GER,,,56,,
0,18,MaksimSIARHEYU,7771,BLR,,,66,,
0,19,KRUZBERGSKarlis,8629,LAT,,,67,15,
0,20,MOODYJonathan,9102,GBR,,,67,22,
0,21,MateuszKRZEMINSKI,9412,POL,,,69,,
0,22,FiratYARDIMCI,8520,TUR,,,74,10,
0,23,ANDERMANNDominic,8078,AUT,,,74,15,
0,24,AugustinGERE,9270,LUX,,,75,,
0,25,TREACYFarrell,8392,GBR,,,77,,
0,26,HOOGERWERFDylan,8497,NED,,,80,17,
0,27,ReinisBERZINS,9267,LAT,,,80,19,
0,28,YauheniRYZHOU,7772,BLR,,,83,,
0,29,SEJPALZdenek,9336,CZE,,,88,,
0,30,KRUZBERGSRoberts,9117,LAT,,,96,21,
0,31,SeanMcANUFF,9198,IRL,,,96,27,
0,32,KOLENCMartin,8604,CRO,,,96,29,
0,33,TunaySIMSEK,8758,TUR,,,97,22,
0,34,LUEDTKEAdrian,9104,GER,,,97,24,
0,35,HANDEIOleh,9073,UKR,,,99,21,
0,36,RyanMcANUFF,9197,IRL,,,99,31,
0,37,HANDEIVolodymyr,8525,UKR,,,100,,
0,38,DJORDJEVICJovan,9295,SRB,,,103,,
0,39,ANIKEJRafal,8749,POL,,,105,,
0,40,GEORGIEVDimitar,8541,BUL,,,108,,
0,41,EdinBRANKOVIC,7256,BIH,,,109,,
0,42,MARTINICIvan,8700,CRO,,,112,,
0,43,BorLukaURLEP,8753,SLO,,,114,,
0,44,LIUHeinrich,9082,AUT,,,125,,
