race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,110,AugustinGERE,9270,LUX,42.762,,
0,2,4,,185,HANDEIVolodymyr,8525,UKR,42.941,,
0,3,1,,43,DJORDJEVICJovan,9295,SRB,43.981,,
0,4,2,,138,LIUHeinrich,9082,AUT,44.426,,
1,1,1,,115,MARTINICIvan,8700,CRO,43.915,,
1,2,3,,38,GEORGIEVDimitar,8541,BUL,44.189,,
1,3,2,,92,EdinBRANKOVIC,7256,BIH,44.429,,
1,4,4,,111,BorLukaURLEP,8753,SLO,44.968,,
2,1,2,,100,SeanMcANUFF,9198,IRL,43.751,,
2,2,4,,35,RyanMcANUFF,9197,IRL,43.770,,
2,3,3,,147,SEJPALZdenek,9336,CZE,43.893,,
2,DNF,1,,33,ANDERMANNDominic,8078,AUT,DNF,,
3,1,1,,28,YauheniRYZHOU,7772,BLR,42.423,,
3,2,2,,42,TREACYFarrell,8392,GBR,42.447,,
3,3,3,,45,ANIKEJRafal,8749,POL,42.661,,
3,4,4,,52,KOLENCMartin,8604,CRO,42.709,,
4,1,1,,26,HANDEIOleh,9073,UKR,43.115,,
4,2,4,,118,MOODYJonathan,9102,GBR,43.131,,
4,3,5,,30,SCHUBERTChristoph,7734,GER,43.254,,
4,4,2,,135,LUEDTKEAdrian,9104,GER,43.511,,
4,5,3,,25,MaksimSIARHEYU,7771,BLR,43.662,,
